gender,age,academic_background,race,academic_interests,professional_interests,previous_work_experience,would_apply,rationale,auto_fixed,profile_text,overlap_tokens,overlap_count,program_refs_in_rationale,rationale_sentiment
Male,26,Marketing,Native American,"Corporate Finance, Risk Management","Marketing Analyst, Growth Strategist",Yes,yes,It feels right for me as my professional interests align and the online format fits my schedule.,No,"Marketing. Corporate Finance, Risk Management. Marketing Analyst, Growth Strategist. gender:Male. age:26. work:Yes.",[],0,3,0.19285714285714284
Female,38,Environmental Engineering,Hispanic,"Optimization, Operations Research","Operations Research Analyst, Optimization Engineer",Yes,yes,It feels right for me as my professional interests align and the online format suits my work experience.,No,"Environmental Engineering. Optimization, Operations Research. Operations Research Analyst, Optimization Engineer. gender:Female. age:38. work:Yes.",['work'],1,3,0.19285714285714284
Non-binary,22,Aerospace Engineering,Mixed,"Reliability Engineering, Quality","Robotics Engineer, Perception Engineer",Yes,no,"While I'm passionate about analytics and its applications, my background in aerospace engineering doesn't align closely enough with the program’s focus. However, considering future career transitions, it could be beneficial.",No,"Aerospace Engineering. Reliability Engineering, Quality. Robotics Engineer, Perception Engineer. gender:Non-binary. age:22. work:Yes.","['aerospace', 'engineering']",2,6,-0.016666666666666666
Non-binary,40,Industrial Engineering,Middle Eastern,"Reliability Engineering, Quality","IoT Engineer, Embedded Systems Developer",Yes,no,"While my professional interests align closely with IoT and embedded systems, the MS in Analytics focuses more on organizational problem-solving through data analytics rather than technical hardware development.",No,"Industrial Engineering. Reliability Engineering, Quality. IoT Engineer, Embedded Systems Developer. gender:Non-binary. age:40. work:Yes.","['embedded', 'iot', 'systems']",3,9,0.19999999999999998
Female,40,Industrial Engineering,Hispanic,"IoT Analytics, Edge AI","IoT Engineer, Embedded Systems Developer",Yes,yes,"It feels right for me as my professional interests align well with the MS in Analytics, and I'm looking to expand into IoT.",No,"Industrial Engineering. IoT Analytics, Edge AI. IoT Engineer, Embedded Systems Developer. gender:Female. age:40. work:Yes.","['analytics', 'iot']",2,7,0.19285714285714284
Female,31,Communications,White,"Digital Media, Audience Insights","Urban Data Analyst, Transportation Planner",No,no,"While my professional interests align more closely with urban data analysis and transportation planning, the MS in Analytics lacks a specific focus on these areas.",No,"Communications. Digital Media, Audience Insights. Urban Data Analyst, Transportation Planner. gender:Female. age:31. work:No.","['data', 'transportation', 'urban']",3,8,0.15
Female,35,Cybersecurity,Hispanic,"Optimization, Operations Research","Operations Research Analyst, Optimization Engineer",No,yes,"It feels right as my career path aligns more towards Operations Research, and the online format suits my current job commitments.",No,"Cybersecurity. Optimization, Operations Research. Operations Research Analyst, Optimization Engineer. gender:Female. age:35. work:No.","['operations', 'research']",2,3,0.2619047619047619
Non-binary,30,Political Science,Asian,"Behavioral Economics, Decision Science","Education Data Analyst, Assessment Specialist",Yes,yes,"I'm passionate about applying behavioral economics and decision science in educational settings, which aligns perfectly with my professional interests.",No,"Political Science. Behavioral Economics, Decision Science. Education Data Analyst, Assessment Specialist. gender:Non-binary. age:30. work:Yes.","['behavioral', 'decision', 'economics', 'science']",4,3,0.325
Male,20,Mathematics,Middle Eastern,"Big Data, Predictive Modeling","Data Analyst, Data Scientist",Yes,yes,It feels right for me as it aligns perfectly with my academic and professional interests.,No,"Mathematics. Big Data, Predictive Modeling. Data Analyst, Data Scientist. gender:Male. age:20. work:Yes.",[],0,2,0.3464285714285714
Non-binary,26,Human Resources,Native American,"Pricing, Revenue Management","Marketing Analyst, Growth Strategist",No,yes,"It feels right to me because my professional interests align closely with the analytics focus of the MS in Analytics, and I am eager to work on complex organizational problems.",No,"Human Resources. Pricing, Revenue Management. Marketing Analyst, Growth Strategist. gender:Non-binary. age:26. work:No.",['work'],1,13,0.028571428571428564
Non-binary,26,Urban Planning,Black,"Optimization, Operations Research","Energy Analyst, Reliability Engineer",Yes,yes,It feels right for me as the curriculum aligns well with my professional interests and provides an opportunity in a field I'm passionate about.,No,"Urban Planning. Optimization, Operations Research. Energy Analyst, Reliability Engineer. gender:Non-binary. age:26. work:Yes.",[],0,6,0.1119047619047619
Male,21,Physics,Middle Eastern,"Genomics, Bioinformatics","Computational Scientist, Research Fellow",Yes,yes,"I think the MS in Analytics at Saint Louis University aligns well with my interests and experience, offering a flexible online format that suits me.",No,"Physics. Genomics, Bioinformatics. Computational Scientist, Research Fellow. gender:Male. age:21. work:Yes.",[],0,14,0.0
Non-binary,31,Human Resources,White,"People Analytics, Org Behavior","Financial Analyst, Risk Analyst",No,yes,I think the MS in Analytics at Saint Louis University aligns well with my professional interests and offers a flexible online format that fits my lifestyle.,No,"Human Resources. People Analytics, Org Behavior. Financial Analyst, Risk Analyst. gender:Non-binary. age:31. work:No.",['analytics'],1,13,0.1
Female,21,Anthropology,Pacific Islander,"Education Measurement, Assessment","Education Data Analyst, Assessment Specialist",Yes,yes,"It feels right for me as my background in anthropology and interest aligns well, plus the online format suits my work experience.",No,"Anthropology. Education Measurement, Assessment. Education Data Analyst, Assessment Specialist. gender:Female. age:21. work:Yes.","['anthropology', 'work']",2,4,0.2857142857142857
Male,38,Finance,Black,"Corporate Finance, Risk Management","Marketing Analyst, Growth Strategist",Yes,yes,"The flexible online format aligns well with my professional responsibilities, and the analytics skills will complement my finance background.",No,"Finance. Corporate Finance, Risk Management. Marketing Analyst, Growth Strategist. gender:Male. age:38. work:Yes.",['finance'],1,8,0.1
Male,20,Information Systems,Pacific Islander,"Time Series, Forecasting","Data Analyst, Data Scientist",Yes,yes,It feels right as my professional interests align well with the MS in Analytics and its online format suits my work schedule.,No,"Information Systems. Time Series, Forecasting. Data Analyst, Data Scientist. gender:Male. age:20. work:Yes.",['work'],1,7,0.19285714285714284
Non-binary,38,Business Administration,Middle Eastern,"Operations, Supply Chain Analytics","Operations Analyst, Supply Chain Planner",No,yes,I believe the MS in Analytics at Saint Louis University aligns well with my academic interests and offers a flexible online format that suits my professional goals.,No,"Business Administration. Operations, Supply Chain Analytics. Operations Analyst, Supply Chain Planner. gender:Non-binary. age:38. work:No.",['analytics'],1,13,0.06666666666666667
Non-binary,35,Philosophy,Black,"Reliability Engineering, Quality","Energy Analyst, Reliability Engineer",Yes,yes,"I believe my background in philosophy and interest in analytics align well, making me a good fit for the MS in Analytics program.",No,"Philosophy. Reliability Engineering, Quality. Energy Analyst, Reliability Engineer. gender:Non-binary. age:35. work:Yes.",['philosophy'],1,10,0.55
Female,35,Communications,Black,"Education Measurement, Assessment","Media Analyst, Audience Insights Researcher",Yes,yes,"I think my background in Communications and interest in audience insights align well with the MS in Analytics, especially since it offers an online format which suits me.",No,"Communications. Education Measurement, Assessment. Media Analyst, Audience Insights Researcher. gender:Female. age:35. work:Yes.","['audience', 'communications', 'insights']",3,9,0.05
Female,33,Geography,Pacific Islander,"Quantum Computing, Simulation","Healthcare Data Analyst, Epidemiology Fellow",Yes,yes,"I've always been fascinated by how data can inform healthcare, and the online format aligns well with my professional experience.",No,"Geography. Quantum Computing, Simulation. Healthcare Data Analyst, Epidemiology Fellow. gender:Female. age:33. work:Yes.","['data', 'healthcare']",2,5,0.1
Non-binary,21,Linguistics,Hispanic,"Computer Vision, Embedded AI","Operations Research Analyst, Optimization Engineer",Yes,yes,"It feels right as my background in Linguistics aligns well with Analytics, and I've gained relevant work experience.",No,"Linguistics. Computer Vision, Embedded AI. Operations Research Analyst, Optimization Engineer. gender:Non-binary. age:21. work:Yes.","['linguistics', 'work']",2,4,0.34285714285714286
Non-binary,28,Mechanical Engineering,White,"Optimization, Operations Research","IoT Engineer, Embedded Systems Developer",No,yes,"It feels right to me as my interests align well with the curriculum, and I need a flexible online option.",No,"Mechanical Engineering. Optimization, Operations Research. IoT Engineer, Embedded Systems Developer. gender:Non-binary. age:28. work:No.",[],0,9,0.2857142857142857
Male,26,Geography,Native American,"Materials Design, Nanotech","Computational Scientist, Research Fellow",No,no,"While my academic background in Geography aligns well, the focus on Materials Design and Nanotech is not directly related to Computational Scientist or Research Fellow roles I aspire to.",No,"Geography. Materials Design, Nanotech. Computational Scientist, Research Fellow. gender:Male. age:26. work:No.","['computational', 'design', 'fellow', 'geography', 'materials', 'nanotech', 'research', 'scientist']",8,6,0.0
Female,26,Fine Arts,White,"Digital Humanities, Archival Analytics","Digital Archivist, Cultural Data Analyst",Yes,yes,I'd go for it as the MS in Analytics aligns well with my professional interests and previous work experience.,No,"Fine Arts. Digital Humanities, Archival Analytics. Digital Archivist, Cultural Data Analyst. gender:Female. age:26. work:Yes.","['analytics', 'work']",2,6,-0.033333333333333326
Female,34,Data Science,Mixed,"Data Visualization, Storytelling","Product Analyst, Experimentation Specialist",No,yes,"I believe my passion for data storytelling and product analytics aligns well with the MS in Analytics, especially given its flexible online format.",No,"Data Science. Data Visualization, Storytelling. Product Analyst, Experimentation Specialist. gender:Female. age:34. work:No.","['data', 'product', 'storytelling']",3,10,0.0
Non-binary,30,Human Resources,Hispanic,"People Analytics, Org Behavior","Marketing Analyst, Growth Strategist",No,yes,It feels right as my professional interests align and I'm eager for growth.,No,"Human Resources. People Analytics, Org Behavior. Marketing Analyst, Growth Strategist. gender:Non-binary. age:30. work:No.",['growth'],1,1,0.19285714285714284
Male,34,Sociology,Black,"Policy Analysis, Impact Evaluation","Policy Analyst, Program Evaluator",Yes,yes,It feels right as it aligns closely with my interests and work experience.,No,"Sociology. Policy Analysis, Impact Evaluation. Policy Analyst, Program Evaluator. gender:Male. age:34. work:Yes.",['work'],1,2,0.2857142857142857
Female,33,Political Science,White,"Urban Policy, Transportation","Policy Analyst, Program Evaluator",No,no,"While the MS in Analytics is appealing, my background and interests align more closely with Urban Policy.",No,"Political Science. Urban Policy, Transportation. Policy Analyst, Program Evaluator. gender:Female. age:33. work:No.","['policy', 'urban']",2,6,0.3333333333333333
Female,33,Data Science,White,"Causal Inference, Experimentation","Data Engineer, ETL Developer",No,yes,It feels right for me as my interests align and I'm looking forward to the project-based learning aspect.,No,"Data Science. Causal Inference, Experimentation. Data Engineer, ETL Developer. gender:Female. age:33. work:No.",[],0,3,0.2857142857142857
Non-binary,35,Electrical Engineering,Hispanic,"IoT Analytics, Edge AI","Operations Research Analyst, Optimization Engineer",No,yes,"It feels right to me because the curriculum aligns well with my interests in IoT Analytics and Edge AI, offering practical project experience.",No,"Electrical Engineering. IoT Analytics, Edge AI. Operations Research Analyst, Optimization Engineer. gender:Non-binary. age:35. work:No.","['ai', 'analytics', 'edge', 'iot']",4,9,0.2857142857142857
Male,32,Accounting,Pacific Islander,"Marketing Analytics, A/B Testing","Financial Analyst, Risk Analyst",No,yes,"It feels right for me as an accounting professional interested in market analytics, and the online format suits my work schedule.",No,"Accounting. Marketing Analytics, A/B Testing. Financial Analyst, Risk Analyst. gender:Male. age:32. work:No.","['accounting', 'analytics', 'work']",3,5,0.2119047619047619
Non-binary,33,Education,Pacific Islander,"Digital Media, Audience Insights","Policy Analyst, Program Evaluator",No,no,"Without previous work experience in analytics and a focus on policy analysis, I feel my skills are better suited to roles that bridge media studies with audience insights.",No,"Education. Digital Media, Audience Insights. Policy Analyst, Program Evaluator. gender:Non-binary. age:33. work:No.","['audience', 'insights', 'media', 'policy', 'work']",5,6,0.16666666666666669
Female,23,Information Systems,Mixed,"Data Visualization, Storytelling","Machine Learning Engineer, Research Assistant",No,yes,It feels right for me as I'm passionate about data storytelling and the online format suits my busy schedule.,No,"Information Systems. Data Visualization, Storytelling. Machine Learning Engineer, Research Assistant. gender:Female. age:23. work:No.","['data', 'storytelling']",2,4,0.11190476190476191
Non-binary,22,Human Resources,Pacific Islander,"Entrepreneurship, Strategy","Strategy Analyst, Management Consultant",No,yes,"With a strong interest in entrepreneurship and strategy, coupled with my human resources background, I believe the MS in Analytics at Saint Louis University aligns well with my career goals.",No,"Human Resources. Entrepreneurship, Strategy. Strategy Analyst, Management Consultant. gender:Non-binary. age:22. work:No.","['entrepreneurship', 'human', 'resources', 'strategy']",4,14,0.21666666666666667
Male,32,Communications,Black,"Cultural Analytics, Text Mining","Education Data Analyst, Assessment Specialist",No,yes,"I believe the focus on analytics and data-driven decision making aligns well with my professional interests, even though I lack prior work experience in this field.",No,"Communications. Cultural Analytics, Text Mining. Education Data Analyst, Assessment Specialist. gender:Male. age:32. work:No.","['analytics', 'work']",2,6,0.05
Male,38,Economics,Native American,"Robotics Perception, Control","Operations Research Analyst, Optimization Engineer",No,no,"While my interests align more closely with robotics and control systems, the analytics focus of this MS in Analytics is not what I am looking for.",No,"Economics. Robotics Perception, Control. Operations Research Analyst, Optimization Engineer. gender:Male. age:38. work:No.","['control', 'robotics']",2,8,0.5
Male,26,Journalism,Pacific Islander,"Digital Media, Audience Insights","Education Data Analyst, Assessment Specialist",No,no,"While the MS in Analytics aligns closely with my professional interests, lacking relevant work experience and feeling I need more foundational knowledge before diving into analytics.",No,"Journalism. Digital Media, Audience Insights. Education Data Analyst, Assessment Specialist. gender:Male. age:26. work:No.",['work'],1,7,0.3333333333333333
